date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:32:54	25/25	U-----	200	untouched ('OK')	text/plain	date:Wed,%2012%20Sep%202018%2008:14:45%20GMT	https://www.fighttinnitusnow.com/robots.txt		(from )
22:32:54	6102/6102	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2028%20May%202021%2002:32:43%20GMT	https://www.fighttinnitusnow.com/lps/pre-s/t911ftn01a.php?utm_source=&utm_medium=&utm_campaign=&utm_term=&utm_content=&oid=143&ustid=88155b6753b7414f89116d6df60f3c9d	C:/Users/Cliff/OneDrive/Bureau/Test%201%20LDP/www.fighttinnitusnow.com/lps/pre-s/t911ftn01a2e20.html	(from )
22:33:08	796/796	U--MC-	200	updated ('OK')	text/css	date:Fri,%2028%20May%202021%2002:33:08%20GMT	https://fonts.googleapis.com/css?family=Raleway:300,400,700,800	C:/Users/Cliff/OneDrive/Bureau/Test%201%20LDP/fonts.googleapis.com/cssa900.css	(from https://www.fighttinnitusnow.com/lps/pre-s/t911ftn01a.php?utm_source=&utm_medium=&utm_campaign=&utm_term=&utm_content=&oid=143&ustid=88155b6753b7414f89116d6df60f3c9d)
22:33:09	49153/49153	U-----	200	untouched ('')	text/javascript	date:Fri,%2009%20Apr%202021%2023:59:54%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Cliff/OneDrive/Bureau/Test%201%20LDP/www.google-analytics.com/analytics.js	(from https://www.fighttinnitusnow.com/lps/pre-s/t911ftn01a.php?utm_source=&utm_medium=&utm_campaign=&utm_term=&utm_content=&oid=143&ustid=88155b6753b7414f89116d6df60f3c9d)
22:34:58	122540/122540	U-----	200	untouched ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:03:59%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.5/css/bootstrap.min.css	C:/Users/Cliff/OneDrive/Bureau/Test%201%20LDP/maxcdn.bootstrapcdn.com/bootstrap/3.3.5/css/bootstrap.min.css	(from https://www.fighttinnitusnow.com/lps/pre-s/t911ftn01a.php?utm_source=&utm_medium=&utm_campaign=&utm_term=&utm_content=&oid=143&ustid=88155b6753b7414f89116d6df60f3c9d)
22:34:58	23357/23357	U-----	200	untouched ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:03:59%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.5/css/bootstrap-theme.min.css	C:/Users/Cliff/OneDrive/Bureau/Test%201%20LDP/maxcdn.bootstrapcdn.com/bootstrap/3.3.5/css/bootstrap-theme.min.css	(from https://www.fighttinnitusnow.com/lps/pre-s/t911ftn01a.php?utm_source=&utm_medium=&utm_campaign=&utm_term=&utm_content=&oid=143&ustid=88155b6753b7414f89116d6df60f3c9d)
22:35:07	26711/26711	U-----	200	untouched ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:54%20GMT	https://maxcdn.bootstrapcdn.com/font-awesome/4.4.0/css/font-awesome.min.css	C:/Users/Cliff/OneDrive/Bureau/Test%201%20LDP/maxcdn.bootstrapcdn.com/font-awesome/4.4.0/css/font-awesome.min.css	(from https://www.fighttinnitusnow.com/lps/pre-s/t911ftn01a.php?utm_source=&utm_medium=&utm_campaign=&utm_term=&utm_content=&oid=143&ustid=88155b6753b7414f89116d6df60f3c9d)
22:35:07	36816/36816	U-----	200	untouched ('')	application/javascript	date:Mon,%2025%20Jan%202021%2022:03:59%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.5/js/bootstrap.min.js	C:/Users/Cliff/OneDrive/Bureau/Test%201%20LDP/maxcdn.bootstrapcdn.com/bootstrap/3.3.5/js/bootstrap.min.js	(from https://www.fighttinnitusnow.com/lps/pre-s/t911ftn01a.php?utm_source=&utm_medium=&utm_campaign=&utm_term=&utm_content=&oid=143&ustid=88155b6753b7414f89116d6df60f3c9d)
22:35:07	51/51	U--MCZ	200	updated ('OK')	text/plain	date:Fri,%2028%20May%202021%2002:35:08%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.fighttinnitusnow.com/lps/pre-s/t911ftn01a.php?utm_source=&utm_medium=&utm_campaign=&utm_term=&utm_content=&oid=143&ustid=88155b6753b7414f89116d6df60f3c9d)
22:35:07	1050/1050	U--MC-	200	updated ('OK')	text/css	date:Fri,%2028%20May%202021%2002:33:08%20GMT	https://fonts.googleapis.com/css?family=Cabin:400,600,700|Lato:400,700	C:/Users/Cliff/OneDrive/Bureau/Test%201%20LDP/fonts.googleapis.com/css.5d719.delayed	(from https://www.fighttinnitusnow.com/lps/pre-s/t911ftn01a.php?utm_source=&utm_medium=&utm_campaign=&utm_term=&utm_content=&oid=143&ustid=88155b6753b7414f89116d6df60f3c9d)
